State,Year,Quarter,District,Count,Amount
nagaland,2021,4,mon,61436,235277660.25521597
nagaland,2021,4,phek,44854,152644732.57078952
nagaland,2021,4,wokha,42511,130830504.92018618
nagaland,2021,4,tuensang,37106,148350887.52116236
nagaland,2021,4,zunheboto,25944,81774057.90065698
nagaland,2021,4,peren,22569,71109896.99941692
nagaland,2021,4,longleng,16341,59818503.44606339
nagaland,2021,2,dimapur,585389,1726249195.1688533
nagaland,2021,2,kohima,274137,694940464.6072702
nagaland,2021,2,mokokchung,63952,152031632.47756842
nagaland,2021,2,mon,51055,137641682.97031063
nagaland,2021,2,wokha,34223,82266645.13170332
nagaland,2021,2,phek,31478,98158667.79913512
nagaland,2021,2,tuensang,27199,84823658.15124774
nagaland,2021,2,zunheboto,21747,54703199.48271289
nagaland,2021,2,peren,15860,42645682.011797145
nagaland,2021,2,longleng,13528,39521626.841992125
nagaland,2024,1,dimapur,2650169,5920507875.0
nagaland,2024,1,kohima,649304,1529857847.0
nagaland,2024,1,mon,212156,571806085.0
nagaland,2024,1,mokokchung,196984,482847127.0
nagaland,2024,1,wokha,143224,388027029.0
nagaland,2024,1,tuensang,101819,306584443.0
nagaland,2024,1,phek,95926,285196497.0
nagaland,2024,1,peren,65138,163201420.0
nagaland,2024,1,zunheboto,63345,174424546.0
nagaland,2024,1,kiphire,48091,138530165.0
nagaland,2024,3,dimapur,3074810,5429188725.0
nagaland,2024,3,chumoukedima,1179991,1813214983.0
nagaland,2024,3,kohima,1044378,1956747982.0
nagaland,2024,3,mokokchung,420147,598819219.0
nagaland,2024,3,mon,357659,674050222.0
nagaland,2024,3,wokha,205862,377587481.0
nagaland,2024,3,tuensang,161784,314014186.0
nagaland,2024,3,phek,138643,323433719.0
nagaland,2024,3,peren,107405,204202065.0
nagaland,2024,3,zunheboto,106173,211609187.0
nagaland,2024,4,dimapur,3443239,6079532376.0
nagaland,2024,4,chumoukedima,1363576,2088719723.0
nagaland,2024,4,kohima,1181332,2163481649.0
nagaland,2024,4,mokokchung,472115,701974614.0
nagaland,2024,4,mon,409826,816426351.0
nagaland,2024,4,wokha,233497,442050391.0
nagaland,2024,4,tuensang,185147,354238474.0
nagaland,2024,4,phek,162530,366279198.0
nagaland,2024,4,zunheboto,124932,241890260.0
nagaland,2024,4,peren,124298,217478206.0
nagaland,2024,2,dimapur,3397149,6450343834.0
nagaland,2024,2,kohima,824281,1720916774.0
nagaland,2024,2,mokokchung,370381,567756792.0
nagaland,2024,2,mon,242000,561290812.0
nagaland,2024,2,wokha,224997,405870749.0
nagaland,2024,2,tuensang,150207,358850172.0
nagaland,2024,2,phek,116237,313273671.0
nagaland,2024,2,zunheboto,89473,203991275.0
nagaland,2024,2,peren,81452,179424487.0
nagaland,2024,2,kiphire,59019,157202879.0
nagaland,2022,1,dimapur,1111352,3258683919.847051
nagaland,2022,1,kohima,457809,1127446949.5241609
nagaland,2022,1,mokokchung,68366,207590215.0097239
nagaland,2022,1,mon,66833,240110588.13301894
nagaland,2022,1,wokha,48308,136226519.77073422
nagaland,2022,1,phek,44704,145342038.73462993
nagaland,2022,1,tuensang,40524,151138444.1124605
nagaland,2022,1,zunheboto,28736,88839937.40705833
nagaland,2022,1,peren,24401,75586065.95644662
nagaland,2022,1,longleng,17513,56264190.28859669
nagaland,2022,3,dimapur,1094753,3023858206.1614122
nagaland,2022,3,kohima,390575,1084969826.9670703
nagaland,2022,3,mokokchung,81244,249065125.4973578
nagaland,2022,3,wokha,79275,192965563.6529306
nagaland,2022,3,mon,68148,217924271.27222452
nagaland,2022,3,phek,45816,151822055.76958296
nagaland,2022,3,tuensang,44657,158205190.5951551
nagaland,2022,3,zunheboto,30504,94302709.04675612
nagaland,2022,3,peren,24443,79886712.62073797
nagaland,2022,3,kiphire,19352,63372092.96371811
nagaland,2022,4,dimapur,1632985,4411217834.641218
nagaland,2022,4,kohima,396318,1086767701.7674205
nagaland,2022,4,wokha,111374,296499670.55821544
nagaland,2022,4,mokokchung,79409,280130670.3719771
nagaland,2022,4,mon,76894,266072328.12832496
nagaland,2022,4,tuensang,44176,177953210.26442176
nagaland,2022,4,phek,43589,150669221.64689878
nagaland,2022,4,zunheboto,29697,102825390.6874178
nagaland,2022,4,peren,24353,76706538.54194443
nagaland,2022,4,kiphire,19928,66609982.69936785
nagaland,2022,2,dimapur,1334969,3611270476.50131
nagaland,2022,2,kohima,308395,886866183.2238915
nagaland,2022,2,mokokchung,77214,244058058.3630171
nagaland,2022,2,mon,69381,223341368.04423907
nagaland,2022,2,wokha,53721,145247750.79450452
nagaland,2022,2,phek,47255,163573534.549313
nagaland,2022,2,tuensang,45170,164759286.59289965
nagaland,2022,2,zunheboto,32898,100740614.93631896
nagaland,2022,2,peren,24587,76072297.54603858
nagaland,2022,2,kiphire,20492,71074150.21954788
nagaland,2020,1,dimapur,185428,497123725.474146
nagaland,2020,1,kohima,68246,160485650.56697804
nagaland,2020,1,mon,28668,56777615.99405684
nagaland,2020,1,mokokchung,22949,46458137.86198041
nagaland,2020,1,wokha,13752,22440994.6265017
nagaland,2020,1,tuensang,13234,29281215.251009904
nagaland,2020,1,phek,13124,24135509.70029243
nagaland,2020,1,zunheboto,12812,23929943.338847376
nagaland,2020,1,kiphire,8571,15127296.52352846
nagaland,2020,1,peren,6691,10449509.21674379
nagaland,2020,3,dimapur,352179,1122771447.128912
nagaland,2020,3,kohima,149404,438659891.11601055
nagaland,2020,3,mon,53050,85955858.55902226
nagaland,2020,3,mokokchung,43164,83590575.72604279
nagaland,2020,3,wokha,28806,47486985.41741961
nagaland,2020,3,phek,26004,53114140.440056756
nagaland,2020,3,tuensang,25719,59266466.87175436
nagaland,2020,3,zunheboto,21556,44845371.93193043
nagaland,2020,3,peren,13958,25258376.20171611
nagaland,2020,3,kiphire,12462,29101447.582055062
nagaland,2020,4,dimapur,422501,1549414048.2654052
nagaland,2020,4,kohima,168861,528950655.29797715
nagaland,2020,4,mon,51806,149055802.79705116
nagaland,2020,4,mokokchung,48813,129158623.72713923
nagaland,2020,4,wokha,33080,77215466.14300685
nagaland,2020,4,tuensang,29583,92512403.56008916
nagaland,2020,4,phek,28612,75169716.4752171
nagaland,2020,4,zunheboto,23475,60794471.32764542
nagaland,2020,4,peren,14947,37707510.796402484
nagaland,2020,4,longleng,13202,34760738.476595946
nagaland,2020,2,dimapur,232533,564581175.022531
nagaland,2020,2,kohima,98852,235056409.18486094
nagaland,2020,2,mon,42193,72681549.71193531
nagaland,2020,2,mokokchung,34034,59551064.18105074
nagaland,2020,2,phek,21862,39562622.89144808
nagaland,2020,2,tuensang,19823,47286166.881044514
nagaland,2020,2,wokha,19427,30734350.10048492
nagaland,2020,2,zunheboto,18146,34250745.54624535
nagaland,2020,2,peren,11337,17709802.025017656
nagaland,2020,2,kiphire,11097,21770604.465474274
kerala,2023,1,ernakulam,30034347,33704884058.0
kerala,2023,1,kozhikode,17609474,21740839808.0
kerala,2023,1,malappuram,15994699,19984929247.0
kerala,2023,1,thiruvananthapuram,15777495,20405950025.0
kerala,2023,1,kannur,10009053,14112565339.0
kerala,2023,1,thrissur,9811793,13503012488.0
kerala,2023,1,kollam,8766861,12995036174.0
kerala,2023,1,palakkad,8521427,12458676100.0
kerala,2023,1,alappuzha,7029352,9925279750.0
kerala,2023,1,kottayam,6448095,9176107601.0
kerala,2023,3,ernakulam,34558327,38869325990.0
kerala,2023,3,kozhikode,19394854,23944480834.0
kerala,2023,3,thiruvananthapuram,18643081,23843948938.0
kerala,2023,3,malappuram,18229082,22374245863.0
kerala,2023,3,kannur,11874120,16097825668.0
kerala,2023,3,thrissur,11419815,15378229549.0
kerala,2023,3,kollam,10425657,15287453319.0
kerala,2023,3,palakkad,9656725,13856311160.0
kerala,2023,3,alappuzha,8349948,11603306093.0
kerala,2023,3,kottayam,7598688,10327573152.0
kerala,2023,4,ernakulam,36070124,39986849494.0
kerala,2023,4,kozhikode,20504589,24296060817.0
kerala,2023,4,thiruvananthapuram,19316004,23933572611.0
kerala,2023,4,malappuram,18960936,22474464502.0
kerala,2023,4,kannur,12846603,16549576658.0
kerala,2023,4,thrissur,11972689,15550151220.0
kerala,2023,4,kollam,10773692,15002316553.0
kerala,2023,4,palakkad,10060701,13846379777.0
kerala,2023,4,alappuzha,8822498,11778023076.0
kerala,2023,4,kottayam,8168997,10919608733.0
kerala,2023,2,ernakulam,31266275,36160448548.0
kerala,2023,2,kozhikode,18231277,23125966041.0
kerala,2023,2,thiruvananthapuram,16834507,21968674795.0
kerala,2023,2,malappuram,16442153,20942444241.0
kerala,2023,2,kannur,10783259,15253685629.0
kerala,2023,2,thrissur,10462551,14454609093.0
kerala,2023,2,kollam,9464997,13897112666.0
kerala,2023,2,palakkad,8994974,13287372163.0
kerala,2023,2,alappuzha,7694391,10929530290.0
kerala,2023,2,kottayam,6878572,9740957685.0
kerala,2019,1,ernakulam,1657527,2766048426.726511
kerala,2019,1,thiruvananthapuram,736407,1242525637.5853531
kerala,2019,1,kozhikode,705959,1018056389.0463976
kerala,2019,1,malappuram,695313,892807636.0664955
kerala,2019,1,thrissur,583045,940781808.7837636
kerala,2019,1,palakkad,390957,618358114.4295684
kerala,2019,1,kottayam,348566,558480707.3401135
kerala,2019,1,kannur,309217,493947068.763232
kerala,2019,1,kollam,267030,424402104.3678213
kerala,2019,1,alappuzha,252186,388624847.98847747
kerala,2019,3,ernakulam,2730518,5157574846.841607
kerala,2019,3,thiruvananthapuram,1210326,2114421209.9453459
kerala,2019,3,thrissur,913742,1653044268.9504735
kerala,2019,3,kozhikode,791143,1229904356.4614897
kerala,2019,3,malappuram,669092,1122314397.733013
kerala,2019,3,palakkad,468478,831397770.4387538
kerala,2019,3,kannur,467512,801246829.2133518
kerala,2019,3,kottayam,455029,868646787.5281065
kerala,2019,3,kollam,434861,713019785.4366323
kerala,2019,3,alappuzha,412404,649647317.8447716
kerala,2019,4,ernakulam,3714876,6519567750.700623
kerala,2019,4,thiruvananthapuram,1653618,2665386104.807865
kerala,2019,4,thrissur,1136317,2093913336.2620661
kerala,2019,4,kozhikode,1048192,1646744139.5471349
kerala,2019,4,malappuram,888327,1440292240.0345955
kerala,2019,4,kollam,625681,942036912.2773268
kerala,2019,4,kottayam,621352,1132028895.1782436
kerala,2019,4,kannur,616688,1017939385.5907226
kerala,2019,4,palakkad,607193,1069460193.0190685
kerala,2019,4,alappuzha,581762,859960789.4064287
kerala,2019,2,ernakulam,2327469,4150046405.233533
kerala,2019,2,thiruvananthapuram,897152,1608596589.681378
kerala,2019,2,thrissur,768852,1369632612.6536586
kerala,2019,2,malappuram,575048,950964374.0589199
kerala,2019,2,kozhikode,540752,968227341.5065465
kerala,2019,2,kottayam,373169,682101020.9961852
kerala,2019,2,palakkad,358416,674063610.1443211
kerala,2019,2,kannur,350753,624420173.4544072
kerala,2019,2,kollam,285888,508491310.8754553
kerala,2019,2,alappuzha,282582,473109181.5959674
kerala,2018,1,ernakulam,390006,630357709.4293847
kerala,2018,1,malappuram,239508,256416524.03733116
kerala,2018,1,kozhikode,206971,264216575.61410832
kerala,2018,1,thiruvananthapuram,172079,275202215.58875674
kerala,2018,1,thrissur,148871,200502461.32188034
kerala,2018,1,palakkad,119324,155278345.54067275
kerala,2018,1,kottayam,102446,132788590.21251318
kerala,2018,1,kannur,92260,112128543.07612991
kerala,2018,1,kollam,76713,93495184.48584011
kerala,2018,1,alappuzha,74941,95014765.51241212
kerala,2018,3,ernakulam,731827,1317858232.2431176
kerala,2018,3,kozhikode,374581,602562108.7285002
kerala,2018,3,thiruvananthapuram,341861,663088952.7638565
kerala,2018,3,malappuram,323771,521343702.7156196
kerala,2018,3,thrissur,265041,447258554.15207183
kerala,2018,3,palakkad,201468,329702201.45452887
kerala,2018,3,kottayam,185591,294011177.4497337
kerala,2018,3,kannur,161613,256107072.92292744
kerala,2018,3,kollam,154891,237302294.1078105
kerala,2018,3,alappuzha,129138,208917711.7163746
kerala,2018,4,ernakulam,1012043,1886966258.0311787
kerala,2018,4,kozhikode,492826,852029000.8762002
kerala,2018,4,thiruvananthapuram,475377,937541020.9487803
kerala,2018,4,malappuram,445963,712275700.16859
kerala,2018,4,thrissur,369941,669618693.0635448
kerala,2018,4,palakkad,278099,493228367.318028
kerala,2018,4,kottayam,244161,436012749.52668107
kerala,2018,4,kannur,221021,387384391.7983955
kerala,2018,4,kollam,201274,339663300.07618785
kerala,2018,4,alappuzha,180730,307021229.6677927
kerala,2018,2,ernakulam,521535,992297917.6619761
kerala,2018,2,malappuram,268993,394434596.38289905
kerala,2018,2,kozhikode,262368,432276266.4294082
kerala,2018,2,thiruvananthapuram,241695,447463532.2875792
kerala,2018,2,thrissur,194698,323326151.5548469
kerala,2018,2,palakkad,148865,247495543.94612932
kerala,2018,2,kottayam,132766,219583423.42327893
kerala,2018,2,kannur,123543,190249058.5368228
kerala,2018,2,kollam,107011,158093455.3837409
kerala,2018,2,alappuzha,101141,157158524.65667993
kerala,2021,1,ernakulam,13390058,18947291978.111584
kerala,2021,1,kozhikode,4287518,6990433691.332143
kerala,2021,1,malappuram,4147591,6618671647.034931
kerala,2021,1,thiruvananthapuram,3878020,6358411606.613166
kerala,2021,1,thrissur,3475629,6417811869.899821
kerala,2021,1,kollam,2127176,3821625432.235867
kerala,2021,1,kannur,2044936,3708267084.541333
kerala,2021,1,palakkad,1892633,3654239469.7430363
kerala,2021,1,kottayam,1808155,3236942550.7439046
kerala,2021,1,alappuzha,1681817,2825682876.840207
kerala,2021,3,ernakulam,19207421,26757448740.357037
kerala,2021,3,malappuram,6691321,10228243297.037325
kerala,2021,3,kozhikode,6483184,10352351671.467161
kerala,2021,3,thiruvananthapuram,5427449,9208113081.714626
kerala,2021,3,thrissur,5059971,9074305921.546795
kerala,2021,3,kollam,3321904,6085539500.552663
kerala,2021,3,kannur,3200023,5705948607.452807
kerala,2021,3,palakkad,2841134,5273353074.481867
kerala,2021,3,kottayam,2719376,4787914328.51901
kerala,2021,3,alappuzha,2505822,4227398745.1447935
kerala,2021,4,ernakulam,25306923,32778937436.49068
kerala,2021,4,malappuram,8689226,12215744694.721281
kerala,2021,4,kozhikode,8306264,12437421004.466856
kerala,2021,4,thiruvananthapuram,6802679,10882144450.411564
kerala,2021,4,thrissur,6471411,10748756930.39449
kerala,2021,4,kannur,4171542,6945109953.226888
kerala,2021,4,kollam,4107417,7277474405.384279
kerala,2021,4,palakkad,3813936,6473706354.941971
kerala,2021,4,kottayam,3504049,5843770525.961052
kerala,2021,4,alappuzha,3177335,5086522403.521093
kerala,2021,2,ernakulam,14177054,19704497753.319965
kerala,2021,2,kozhikode,4726028,7499008472.489387
kerala,2021,2,malappuram,4693842,7117221910.053398
kerala,2021,2,thiruvananthapuram,4154572,6743334746.137385
kerala,2021,2,thrissur,3881737,6752401585.982382
kerala,2021,2,kollam,2534369,4330614971.237995
kerala,2021,2,kannur,2477621,4226966852.6657553
kerala,2021,2,palakkad,2232317,3954891660.8379817
kerala,2021,2,kottayam,2131122,3543155910.9216585
kerala,2021,2,alappuzha,1921008,3048000026.8000603
kerala,2024,1,ernakulam,36302206,40265764333.0
kerala,2024,1,kozhikode,20525616,24689413055.0
kerala,2024,1,thiruvananthapuram,19564302,23994396911.0
kerala,2024,1,malappuram,18991293,22831974850.0
kerala,2024,1,kannur,13131416,16955028166.0
kerala,2024,1,thrissur,12155776,15782799143.0
kerala,2024,1,kollam,11198940,15368934035.0
kerala,2024,1,palakkad,10184200,13976888497.0
kerala,2024,1,alappuzha,9049439,11917993156.0
kerala,2024,1,kottayam,8352880,11069456219.0
kerala,2024,3,ernakulam,42848048,46172641080.0
kerala,2024,3,kozhikode,24392245,28045640293.0
kerala,2024,3,malappuram,23951914,27459917073.0
kerala,2024,3,thiruvananthapuram,22597250,27478008388.0
kerala,2024,3,kannur,15850972,19720918699.0
kerala,2024,3,thrissur,14355563,17871618770.0
kerala,2024,3,kollam,13137141,17792780603.0
kerala,2024,3,palakkad,12135602,15816492839.0
kerala,2024,3,alappuzha,10390290,13115914602.0
kerala,2024,3,kottayam,9677406,12168376246.0
kerala,2024,4,ernakulam,45874753,48534710418.0
kerala,2024,4,kozhikode,26025750,29189422910.0
kerala,2024,4,malappuram,25712411,28589350170.0
kerala,2024,4,thiruvananthapuram,23995430,28328103009.0
kerala,2024,4,kannur,17321102,20933205734.0
kerala,2024,4,thrissur,15740505,18900725715.0
kerala,2024,4,kollam,13733913,17906948980.0
kerala,2024,4,palakkad,13227558,16662299709.0
kerala,2024,4,alappuzha,11330780,13896923866.0
kerala,2024,4,kottayam,10855246,13348949657.0
kerala,2024,2,ernakulam,38037302,42090663067.0
kerala,2024,2,kozhikode,22160107,26371341506.0
kerala,2024,2,malappuram,20943662,25004878802.0
kerala,2024,2,thiruvananthapuram,20616583,25173685967.0
kerala,2024,2,kannur,14502692,18661567591.0
kerala,2024,2,thrissur,13053847,16740546516.0
kerala,2024,2,kollam,11970869,16240406293.0
kerala,2024,2,palakkad,11004604,14847061394.0
kerala,2024,2,alappuzha,9629454,12566499138.0
kerala,2024,2,kottayam,8738416,11417568880.0
kerala,2022,1,ernakulam,29451475,36915318572.07093
kerala,2022,1,malappuram,10270093,13968886082.9426
kerala,2022,1,kozhikode,9526680,13732159882.74073
kerala,2022,1,thiruvananthapuram,7747326,12106537679.278355
kerala,2022,1,thrissur,7612460,12265599938.768522
kerala,2022,1,kollam,4851496,8628660586.960697
kerala,2022,1,kannur,4837076,7882293599.260639
kerala,2022,1,palakkad,4504996,7445457072.7399845
kerala,2022,1,kottayam,4029330,6642441538.163084
kerala,2022,1,alappuzha,3687088,5795828219.423044
kerala,2022,3,ernakulam,35009862,41683362156.46341
kerala,2022,3,thiruvananthapuram,11886964,16637313650.762661
kerala,2022,3,malappuram,11727280,15435401577.943787
kerala,2022,3,kozhikode,10298519,13830874892.026695
kerala,2022,3,thrissur,9037575,12908229884.950268
kerala,2022,3,kollam,7100622,10992059341.720556
kerala,2022,3,palakkad,6174837,9220755480.574833
kerala,2022,3,kottayam,5918541,8495120284.447549
kerala,2022,3,alappuzha,5705022,7973274496.748119
kerala,2022,3,kannur,5631041,8674487770.19761
kerala,2022,4,ernakulam,39069167,44933855503.73201
kerala,2022,4,thrissur,12802574,16539944197.055008
kerala,2022,4,malappuram,12667960,16133583076.643559
kerala,2022,4,thiruvananthapuram,12176949,16386992625.195726
kerala,2022,4,kozhikode,11205522,14187898844.87042
kerala,2022,4,kollam,7022669,10513248742.581398
kerala,2022,4,palakkad,6558445,9566627508.647114
kerala,2022,4,kottayam,6551967,9198738854.992409
kerala,2022,4,kannur,6407573,9291348716.042475
kerala,2022,4,alappuzha,6094707,8414450111.973735
kerala,2022,2,ernakulam,32257485,40076176147.54245
kerala,2022,2,malappuram,11218062,15235042406.963663
kerala,2022,2,kozhikode,10478852,15005755668.418482
kerala,2022,2,thiruvananthapuram,8942858,13552082447.365555
kerala,2022,2,thrissur,8767715,13850991972.685726
kerala,2022,2,kollam,5799455,10109273068.99764
kerala,2022,2,kannur,5415196,8864093942.922422
kerala,2022,2,palakkad,4998295,8233196635.528811
kerala,2022,2,kottayam,4440370,7095672952.24407
kerala,2022,2,alappuzha,4151240,6503782725.4786625
kerala,2020,1,ernakulam,5025201,8938376106.912516
kerala,2020,1,thiruvananthapuram,1957687,3050411160.545363
kerala,2020,1,kozhikode,1568774,2563142658.862935
kerala,2020,1,thrissur,1370029,2546348594.755377
kerala,2020,1,malappuram,1032834,1707013551.1569433
kerala,2020,1,kollam,773621,1132631398.2083387
kerala,2020,1,kottayam,752571,1330711260.7580514
kerala,2020,1,palakkad,715756,1196433777.4224691
kerala,2020,1,kannur,703334,1073577708.9427073
kerala,2020,1,alappuzha,655979,939182379.108365
kerala,2020,3,ernakulam,5931363,11683184896.523336
kerala,2020,3,kozhikode,2170142,3948266707.5358214
kerala,2020,3,thiruvananthapuram,2081035,3493171877.8317666
kerala,2020,3,malappuram,1898768,3664780939.0939474
kerala,2020,3,thrissur,1849073,3785405397.4936147
kerala,2020,3,kollam,1338722,2289595646.9909644
kerala,2020,3,kannur,1278504,2162452906.343422
kerala,2020,3,palakkad,1116331,2004283358.564612
kerala,2020,3,alappuzha,1034921,1556781058.1512263
kerala,2020,3,kottayam,1001447,1888052939.6003127
kerala,2020,4,ernakulam,8950159,14375193240.80718
kerala,2020,4,kozhikode,3436777,5728144598.801697
kerala,2020,4,thiruvananthapuram,3376010,5574649734.488936
kerala,2020,4,malappuram,2988328,5198015036.320328
kerala,2020,4,thrissur,2628494,5026840469.302741
kerala,2020,4,kannur,1966681,3368866047.27071
kerala,2020,4,kollam,1917078,3346551214.334015
kerala,2020,4,palakkad,1675633,3102276857.5431166
kerala,2020,4,alappuzha,1562242,2495781952.4534736
kerala,2020,4,kottayam,1486474,2688432124.5928073
kerala,2020,2,ernakulam,4530511,9056027224.418602
kerala,2020,2,thiruvananthapuram,1742767,2599631080.6226444
kerala,2020,2,kozhikode,1566564,2243504596.608429
kerala,2020,2,thrissur,1351787,2341058567.044311
kerala,2020,2,malappuram,1257378,1803201659.9709346
kerala,2020,2,kannur,998243,1189750957.3159876
kerala,2020,2,kollam,893973,1193885128.3700097
kerala,2020,2,palakkad,893115,1291966407.5463247
kerala,2020,2,kottayam,761782,1204970922.4053957
kerala,2020,2,alappuzha,755556,942056560.3210676
uttarakhand,2023,1,dehradun,28447368,33916386161.0
uttarakhand,2023,1,haridwar,18798046,26500543614.0
uttarakhand,2023,1,udham singh nagar,13978521,20542684972.0
uttarakhand,2023,1,nainital,6645871,9531910281.0
uttarakhand,2023,1,pauri garhwal,2750629,3734478564.0
uttarakhand,2023,1,tehri garhwal,2246608,3074244887.0
uttarakhand,2023,1,almora,1388916,2028760785.0
uttarakhand,2023,1,pithoragarh,1284719,1892055904.0
uttarakhand,2023,1,chamoli,1029945,1609382133.0
uttarakhand,2023,1,uttarkashi,839385,1329618478.0
uttarakhand,2023,3,dehradun,36594851,40603170022.0
uttarakhand,2023,3,haridwar,26611336,32455299270.0
uttarakhand,2023,3,udham singh nagar,18606679,23427520009.0
uttarakhand,2023,3,nainital,8620296,11035263272.0
uttarakhand,2023,3,pauri garhwal,3468288,4209599000.0
uttarakhand,2023,3,tehri garhwal,2946977,3685184541.0
uttarakhand,2023,3,almora,1840191,2475467644.0
uttarakhand,2023,3,pithoragarh,1640048,2330514157.0
uttarakhand,2023,3,chamoli,1628923,2311170473.0
uttarakhand,2023,3,rudraprayag,1476972,2139338372.0
uttarakhand,2023,4,dehradun,39924330,45527971116.0
uttarakhand,2023,4,haridwar,28637960,36736177867.0
uttarakhand,2023,4,udham singh nagar,21410120,28068932760.0
uttarakhand,2023,4,nainital,10021918,13092884973.0
uttarakhand,2023,4,pauri garhwal,4056147,5117131019.0
uttarakhand,2023,4,tehri garhwal,3390834,4296372580.0
uttarakhand,2023,4,almora,2132117,2880351271.0
uttarakhand,2023,4,pithoragarh,1905720,2679789715.0
uttarakhand,2023,4,chamoli,1829681,2641361200.0
uttarakhand,2023,4,rudraprayag,1556978,2445583289.0
uttarakhand,2023,2,dehradun,34692859,40261073972.0
uttarakhand,2023,2,haridwar,24260673,32327305602.0
uttarakhand,2023,2,udham singh nagar,16932356,22588115268.0
uttarakhand,2023,2,nainital,8645252,11941153554.0
uttarakhand,2023,2,pauri garhwal,4018333,5335354696.0
uttarakhand,2023,2,tehri garhwal,3701650,5040089669.0
uttarakhand,2023,2,almora,2020325,2786364746.0
uttarakhand,2023,2,chamoli,1825969,2983545303.0
uttarakhand,2023,2,rudraprayag,1800936,3485553463.0
uttarakhand,2023,2,pithoragarh,1742817,2468595556.0
uttarakhand,2019,1,udham singh nagar,1872126,1489217231.3368738
uttarakhand,2019,1,haridwar,1412730,1744127095.0116456
uttarakhand,2019,1,dehradun,1291566,2353709229.488825
uttarakhand,2019,1,nainital,366310,528892751.99502397
uttarakhand,2019,1,pauri garhwal,154873,259133683.45728153
uttarakhand,2019,1,tehri garhwal,92784,188532149.09953338
uttarakhand,2019,1,almora,84510,133142670.68267207
uttarakhand,2019,1,pithoragarh,67059,126782378.71489981
uttarakhand,2019,1,chamoli,57245,109897209.50624073
uttarakhand,2019,1,uttarkashi,43500,85792881.24604434
uttarakhand,2019,3,dehradun,2163047,3787761714.5911207
uttarakhand,2019,3,haridwar,1408219,2350808805.151039
uttarakhand,2019,3,udham singh nagar,881091,1448854013.7749524
uttarakhand,2019,3,nainital,410561,703565372.0754354
uttarakhand,2019,3,pauri garhwal,206617,337105679.89840025
uttarakhand,2019,3,tehri garhwal,139167,268739806.73495024
uttarakhand,2019,3,almora,110098,163341415.00345957
uttarakhand,2019,3,pithoragarh,93746,157938393.66508043
uttarakhand,2019,3,chamoli,88665,159441929.61206484
uttarakhand,2019,3,uttarkashi,68144,126468996.95084272
uttarakhand,2019,4,dehradun,3069497,4994340229.552402
uttarakhand,2019,4,haridwar,1661936,2912268373.080662
uttarakhand,2019,4,udham singh nagar,1067254,1847912911.0312634
uttarakhand,2019,4,nainital,510868,938607132.5862874
uttarakhand,2019,4,pauri garhwal,260210,438116662.3129741
uttarakhand,2019,4,tehri garhwal,175937,331559129.7280453
uttarakhand,2019,4,almora,147270,226549226.13870555
uttarakhand,2019,4,pithoragarh,112708,200782149.05021042
uttarakhand,2019,4,chamoli,104404,207905779.6174841
uttarakhand,2019,4,uttarkashi,82965,174141275.3253441
uttarakhand,2019,2,dehradun,1628356,3149635867.735813
uttarakhand,2019,2,haridwar,1109390,1993331114.9490423
uttarakhand,2019,2,udham singh nagar,964467,1378582227.1383595
uttarakhand,2019,2,nainital,347099,641075253.7010634
uttarakhand,2019,2,pauri garhwal,201286,330941586.17840505
uttarakhand,2019,2,tehri garhwal,125918,262677784.70331165
uttarakhand,2019,2,almora,110119,169588331.81787175
uttarakhand,2019,2,pithoragarh,81162,158772474.7061255
uttarakhand,2019,2,chamoli,71211,146135260.66002762
uttarakhand,2019,2,uttarkashi,52899,116326460.03063229
uttarakhand,2018,1,dehradun,329459,512888194.28700817
uttarakhand,2018,1,udham singh nagar,319290,273540317.84665924
uttarakhand,2018,1,haridwar,308588,394604404.70860887
uttarakhand,2018,1,nainital,106949,116698562.48367879
uttarakhand,2018,1,pauri garhwal,49412,58626307.503576376
uttarakhand,2018,1,tehri garhwal,28306,41280388.51120189
uttarakhand,2018,1,almora,26086,24966386.517174132
uttarakhand,2018,1,pithoragarh,18593,19129399.861616693
uttarakhand,2018,1,chamoli,15936,19931685.344290152
uttarakhand,2018,1,uttarkashi,12342,15898878.295430979
uttarakhand,2018,3,udham singh nagar,635903,750899273.4469256
uttarakhand,2018,3,dehradun,580817,1233501843.640768
uttarakhand,2018,3,haridwar,516553,904828173.1140292
uttarakhand,2018,3,nainital,164989,272528677.45278066
uttarakhand,2018,3,pauri garhwal,88372,139462380.15680638
uttarakhand,2018,3,almora,50491,73631915.94944787
uttarakhand,2018,3,tehri garhwal,49076,97822405.13469781
uttarakhand,2018,3,pithoragarh,37382,66592869.052209534
uttarakhand,2018,3,chamoli,28392,57607070.754188076
uttarakhand,2018,3,uttarkashi,22900,44762533.115959145
uttarakhand,2018,4,dehradun,839564,1866928298.8196144
uttarakhand,2018,4,udham singh nagar,817760,1063327513.805676
uttarakhand,2018,4,haridwar,780667,1361862781.3811455
uttarakhand,2018,4,nainital,262453,434444465.8451766
uttarakhand,2018,4,pauri garhwal,124351,217330050.30159777
uttarakhand,2018,4,tehri garhwal,72394,157761446.48374173
uttarakhand,2018,4,almora,71874,117821119.63767174
uttarakhand,2018,4,pithoragarh,54756,120923916.07731065
uttarakhand,2018,4,chamoli,44084,93713092.70470297
uttarakhand,2018,4,uttarkashi,32970,74788538.69988397
